time,SysSpd,longitude,latitude,origin,correction
20250210 072101,306.17,105°07.927',028°53.441',-6,1.42
20250210 072102,306.17,105°07.979',028°53.442',-6,1.42
20250210 072103,306.22,105°08.032',028°53.442',-6,1.42
20250210 072104,306.23,105°08.083',028°53.442',-7,1.42
20250210 072105,306.23,105°08.136',028°53.443',-6,1.42
20250210 072106,306.24,105°08.188',028°53.443',-6,1.42
20250210 072107,306.23,105°08.240',028°53.445',-6,1.42
20250210 072108,306.23,105°08.292',028°53.445',-6,1.42
20250210 072109,306.3,105°08.344',028°53.446',-6,1.42
20250210 072110,306.32,105°08.397',028°53.446',-6,1.42
20250210 072111,306.35,105°08.449',028°53.447',-6,1.42
20250210 072112,306.35,105°08.501',028°53.447',-6,1.42
20250210 072113,306.3,105°08.553',028°53.447',-6,1.42
20250210 072114,306.42,105°08.606',028°53.448',-6,1.42
20250210 072115,306.48,105°08.658',028°53.448',-6,1.42
20250210 072116,306.54,105°08.710',028°53.449',-6,1.42
20250210 072117,306.62,105°08.762',028°53.449',-6,1.42
20250210 072118,306.73,105°08.815',028°53.449',-6,1.42
20250210 072119,306.79,105°08.867',028°53.450',-6,1.42
20250210 072120,306.84,105°08.919',028°53.450',-6,1.42
20250210 072121,306.88,105°08.972',028°53.451',-6,1.42
20250210 072122,306.97,105°09.024',028°53.452',-6,1.42
20250210 072123,307.07,105°09.076',028°53.452',-6,1.42
20250210 072124,307.2,105°09.129',028°53.452',-6,1.42
20250210 072125,307.28,105°09.181',028°53.453',-6,1.42
20250210 072126,307.25,105°09.234',028°53.453',-6,1.42
20250210 072127,307.16,105°09.286',028°53.454',-6,1.42
20250210 072128,307.15,105°09.339',028°53.454',-6,1.42
20250210 072129,307.04,105°09.391',028°53.455',-6,1.42
20250210 072130,307.09,105°09.443',028°53.455',-6,1.42
20250210 072131,306.97,105°09.495',028°53.456',-6,1.42
20250210 072132,306.9,105°09.548',028°53.456',-6,1.42
20250210 072133,306.79,105°09.600',028°53.457',-6,1.42
20250210 072134,306.81,105°09.653',028°53.457',-6,1.42
20250210 072135,306.79,105°09.705',028°53.458',-6,1.42
20250210 072136,306.79,105°09.757',028°53.458',-6,1.42
20250210 072137,306.66,105°09.810',028°53.459',-6,1.42
20250210 072138,306.66,105°09.863',028°53.459',-6,1.42
20250210 072139,306.66,105°09.915',028°53.460',-6,1.42
20250210 072140,306.54,105°09.967',028°53.460',-6,1.42
20250210 072141,306.54,105°10.020',028°53.461',-6,1.42
20250210 072142,306.48,105°10.072',028°53.461',-6,1.42
20250210 072143,306.54,105°10.124',028°53.461',-6,1.42
20250210 072144,306.59,105°10.177',028°53.462',-6,1.42
20250210 072145,306.59,105°10.229',028°53.462',-6,1.42
20250210 072146,306.73,105°10.281',028°53.463',-6,1.42
20250210 072147,306.89,105°10.333',028°53.463',-6,1.42
20250210 072148,307.09,105°10.386',028°53.464',-6,1.42
20250210 072149,307.31,105°10.439',028°53.464',-6,1.42
20250210 072150,307.52,105°10.491',028°53.465',-6,1.42
20250210 072151,307.59,105°10.543',028°53.465',-6,1.42
20250210 072152,307.55,105°10.596',028°53.466',-6,1.42
20250210 072153,307.51,105°10.648',028°53.466',-6,1.42
20250210 072154,307.51,105°10.701',028°53.467',-6,1.42
20250210 072155,307.46,105°10.753',028°53.467',-6,1.42
20250210 072156,307.46,105°10.805',028°53.467',-6,1.42
20250210 072157,307.48,105°10.858',028°53.468',-6,1.42
20250210 072158,307.44,105°10.910',028°53.468',-6,1.42
20250210 072159,307.44,105°10.963',028°53.469',-6,1.42
20250210 072200,307.52,105°11.015',028°53.469',-6,1.42
20250210 072201,307.42,105°11.068',028°53.470',-6,1.42
20250210 072202,307.42,105°11.120',028°53.470',-6,1.42
20250210 072203,307.4,105°11.172',028°53.471',-6,1.42
20250210 072204,307.33,105°11.225',028°53.471',-6,1.42
20250210 072205,307.37,105°11.277',028°53.472',-6,1.42
20250210 072206,307.33,105°11.330',028°53.473',-6,1.42
20250210 072207,307.4,105°11.383',028°53.475',-6,1.42
20250210 072208,307.26,105°11.435',028°53.476',-6,1.42
20250210 072209,306.9,105°11.487',028°53.478',-6,1.42
20250210 072210,306.42,105°11.539',028°53.480',-6,1.42
20250210 072211,306.09,105°11.592',028°53.483',-6,1.42
20250210 072212,305.86,105°11.644',028°53.487',-6,1.42
20250210 072213,305.5,105°11.696',028°53.490',-6,1.42
20250210 072214,305.19,105°11.748',028°53.494',-6,1.42
20250210 072215,304.83,105°11.800',028°53.498',-6,1.42
20250210 072216,304.58,105°11.852',028°53.503',-6,1.42
20250210 072217,304.22,105°11.904',028°53.508',-6,1.42
20250210 072218,303.96,105°11.955',028°53.513',-6,1.42
20250210 072219,303.73,105°12.007',028°53.518',-6,1.42
20250210 072220,303.43,105°12.059',028°53.524',-6,1.42
20250210 072221,303.13,105°12.109',028°53.530',-6,1.42
20250210 072222,302.93,105°12.161',028°53.537',-6,1.42
20250210 072223,302.71,105°12.212',028°53.544',-6,1.42
20250210 072224,302.36,105°12.263',028°53.551',-6,1.42
20250210 072225,302.22,105°12.314',028°53.559',-6,1.42
20250210 072226,301.93,105°12.365',028°53.566',-6,1.42
20250210 072227,301.65,105°12.416',028°53.574',-6,1.42
20250210 072228,301.36,105°12.466',028°53.582',-6,1.42
20250210 072229,301.49,105°12.517',028°53.590',-6,1.42
20250210 072230,301.85,105°12.567',028°53.598',-6,1.42
20250210 072231,302.14,105°12.618',028°53.606',-6,1.42
20250210 072232,301.99,105°12.669',028°53.614',-6,1.42
20250210 072233,301.67,105°12.720',028°53.622',-6,1.42
20250210 072234,301.76,105°12.771',028°53.630',-6,1.42
20250210 072235,302.01,105°12.822',028°53.638',-6,1.42
20250210 072236,302.71,105°12.873',028°53.646',-6,1.42
20250210 072237,303.43,105°12.923',028°53.654',-6,1.42
20250210 072238,304.28,105°12.975',028°53.663',-6,1.42
20250210 072239,305.25,105°13.025',028°53.671',-6,1.42
20250210 072240,305.99,105°13.077',028°53.679',-6,1.42
20250210 072241,306.73,105°13.128',028°53.687',-6,1.42
20250210 072242,307.28,105°13.179',028°53.695',-6,1.42
20250210 072243,307.54,105°13.230',028°53.703',-6,1.42
20250210 072244,307.83,105°13.282',028°53.711',-6,1.42
20250210 072245,307.71,105°13.333',028°53.719',-6,1.42
20250210 072246,307.62,105°13.385',028°53.727',-6,1.42
20250210 072247,307.59,105°13.437',028°53.735',-6,1.42
20250210 072248,307.67,105°13.488',028°53.743',-6,1.42
20250210 072249,307.64,105°13.540',028°53.752',-6,1.42
20250210 072250,307.48,105°13.591',028°53.760',-6,1.42
20250210 072251,307.46,105°13.643',028°53.768',-6,1.42
20250210 072252,307.59,105°13.695',028°53.776',-6,1.42
20250210 072253,307.62,105°13.747',028°53.785',-6,1.42
20250210 072254,307.48,105°13.798',028°53.793',-6,1.42
20250210 072255,307.59,105°13.850',028°53.801',-6,1.42
20250210 072256,307.52,105°13.901',028°53.809',-6,1.42
20250210 072257,307.46,105°13.953',028°53.817',-6,1.42
20250210 072258,307.4,105°14.005',028°53.825',-6,1.42
20250210 072259,307.28,105°14.057',028°53.833',-6,1.42
20250210 072300,307.12,105°14.108',028°53.841',-6,1.42
20250210 072301,306.82,105°14.160',028°53.850',-6,1.42
20250210 072302,306.48,105°14.211',028°53.858',-6,1.42
20250210 072303,306.02,105°14.263',028°53.866',-6,1.42
20250210 072304,305.68,105°14.314',028°53.874',-6,1.42
20250210 072305,305.48,105°14.366',028°53.882',-6,1.42
20250210 072306,305.26,105°14.417',028°53.890',-6,1.42
20250210 072307,305.03,105°14.468',028°53.898',-6,1.42
20250210 072308,304.87,105°14.520',028°53.907',-6,1.42
20250210 072309,304.72,105°14.572',028°53.916',-6,1.42
20250210 072310,304.53,105°14.622',028°53.923',-6,1.42
20250210 072311,304.47,105°14.673',028°53.931',-6,1.42
20250210 072312,304.41,105°14.725',028°53.939',-6,1.42
20250210 072313,304.11,105°14.776',028°53.947',-6,1.42
20250210 072314,304.11,105°14.826',028°53.955',-6,1.42
20250210 072315,303.9,105°14.878',028°53.963',-6,1.42
20250210 072316,303.73,105°14.929',028°53.971',-6,1.42
20250210 072317,303.61,105°14.980',028°53.979',-6,1.42
20250210 072318,303.37,105°15.031',028°53.987',-6,1.42
20250210 072319,303.25,105°15.082',028°53.995',-6,1.42
20250210 072320,303.13,105°15.133',028°54.003',-6,1.42
20250210 072321,302.93,105°15.184',028°54.011',-6,1.42
20250210 072322,302.8,105°15.235',028°54.019',-6,1.42
20250210 072323,302.76,105°15.286',028°54.027',-6,1.42
20250210 072324,302.58,105°15.336',028°54.035',-6,1.42
20250210 072325,302.46,105°15.387',028°54.043',-6,1.42
20250210 072326,302.32,105°15.438',028°54.051',-6,1.42
20250210 072327,302.1,105°15.489',028°54.059',-6,1.42
20250210 072328,302.03,105°15.540',028°54.067',-6,1.42
20250210 072329,301.82,105°15.591',028°54.075',-6,1.42
20250210 072330,301.72,105°15.641',028°54.083',-6,1.42
20250210 072331,301.65,105°15.692',028°54.091',-6,1.42
20250210 072332,301.63,105°15.742',028°54.099',-6,1.42
20250210 072333,301.63,105°15.793',028°54.107',-6,1.42
20250210 072334,301.78,105°15.844',028°54.115',-6,1.42
20250210 072335,302.2,105°15.894',028°54.123',-6,1.42
20250210 072336,302.57,105°15.945',028°54.131',-6,1.42
20250210 072337,303.19,105°15.996',028°54.139',-6,1.42
20250210 072338,303.81,105°16.047',028°54.147',-6,1.42
20250210 072339,304.59,105°16.098',028°54.155',-6,1.42
20250210 072340,305.39,105°16.149',028°54.163',-6,1.42
20250210 072341,306.3,105°16.200',028°54.171',-6,1.42
20250210 072342,307.12,105°16.251',028°54.179',-6,1.42
20250210 072343,307.46,105°16.302',028°54.187',-6,1.42
20250210 072344,307.73,105°16.354',028°54.196',-6,1.42
20250210 072345,307.83,105°16.405',028°54.204',-6,1.42
20250210 072346,307.71,105°16.457',028°54.212',-6,1.42
20250210 072347,307.64,105°16.509',028°54.220',-6,1.42
20250210 072348,307.64,105°16.560',028°54.228',-6,1.42
20250210 072349,307.77,105°16.612',028°54.236',-6,1.42
20250210 072350,307.82,105°16.664',028°54.244',-6,1.42
20250210 072351,307.55,105°16.715',028°54.252',-6,1.42
20250210 072352,307.52,105°16.767',028°54.260',-6,1.42
20250210 072353,307.62,105°16.819',028°54.268',-6,1.42
20250210 072354,307.65,105°16.870',028°54.277',-6,1.42
20250210 072355,307.62,105°16.922',028°54.285',-6,1.42
20250210 072356,307.52,105°16.974',028°54.293',-6,1.42
20250210 072357,307.51,105°17.025',028°54.301',-6,1.42
20250210 072358,307.52,105°17.077',028°54.309',-6,1.42
20250210 072359,307.46,105°17.129',028°54.317',-6,1.42
20250210 072400,307.46,105°17.180',028°54.325',-6,1.42
20250210 072401,307.46,105°17.232',028°54.333',-6,1.42
20250210 072402,307.55,105°17.284',028°54.341',-6,1.42
20250210 072403,307.59,105°17.336',028°54.348',-6,1.42
20250210 072404,307.52,105°17.388',028°54.355',-6,1.42
20250210 072405,307.48,105°17.440',028°54.362',-6,1.42
20250210 072406,307.46,105°17.492',028°54.368',-6,1.42
20250210 072407,307.46,105°17.544',028°54.374',-6,1.42
20250210 072408,307.4,105°17.596',028°54.380',-6,1.42
20250210 072409,307.48,105°17.649',028°54.385',-6,1.42
20250210 072410,307.4,105°17.701',028°54.390',-6,1.42
20250210 072411,307.4,105°17.753',028°54.394',-6,1.42
20250210 072412,307.33,105°17.805',028°54.398',-6,1.42
20250210 072413,307.4,105°17.858',028°54.402',-6,1.42
20250210 072414,307.33,105°17.910',028°54.406',-6,1.42
20250210 072415,307.33,105°17.962',028°54.410',-6,1.42
20250210 072416,307.4,105°18.015',028°54.413',-6,1.42
20250210 072417,307.38,105°18.067',028°54.417',-6,1.42
20250210 072418,307.38,105°18.119',028°54.420',-6,1.42
20250210 072419,307.4,105°18.172',028°54.424',-6,1.42
20250210 072420,307.4,105°18.224',028°54.428',-6,1.42
20250210 072421,307.33,105°18.276',028°54.431',-6,1.42
20250210 072422,307.31,105°18.328',028°54.435',-6,1.42
20250210 072423,307.15,105°18.380',028°54.438',-6,1.42
20250210 072424,306.97,105°18.433',028°54.442',-6,1.42
20250210 072425,306.76,105°18.485',028°54.445',-6,1.42
20250210 072426,306.42,105°18.537',028°54.449',-6,1.42
20250210 072427,305.99,105°18.589',028°54.452',-6,1.42
20250210 072428,305.86,105°18.642',028°54.456',-6,1.42
20250210 072429,305.99,105°18.694',028°54.459',-6,1.42
20250210 072430,305.97,105°18.746',028°54.463',-6,1.42
20250210 072431,305.92,105°18.798',028°54.466',-6,1.42
20250210 072432,306.02,105°18.850',028°54.470',-6,1.42
20250210 072433,306.02,105°18.902',028°54.473',-6,1.42
20250210 072434,305.91,105°18.954',028°54.477',-6,1.42
20250210 072435,305.2,105°19.006',028°54.481',-6,1.42
20250210 072436,304.35,105°19.058',028°54.484',-6,1.42
20250210 072437,303.32,105°19.110',028°54.487',-6,1.42
20250210 072438,302.08,105°19.162',028°54.491',-6,1.42
20250210 072439,300.62,105°19.213',028°54.494',-6,1.42
20250210 072440,299.25,105°19.265',028°54.498',-6,1.42
20250210 072441,298,105°19.316',028°54.501',-6,1.42
20250210 072442,296.55,105°19.368',028°54.505',-6,1.42
20250210 072443,295.23,105°19.418',028°54.509',-6,1.42
20250210 072444,293.64,105°19.469',028°54.512',-6,1.42
20250210 072445,291.87,105°19.519',028°54.515',-6,1.42
20250210 072446,290.44,105°19.570',028°54.519',-6,1.42
20250210 072447,288.72,105°19.619',028°54.522',-6,1.42
20250210 072448,287.42,105°19.669',028°54.525',-6,1.42
20250210 072449,285.68,105°19.718',028°54.529',-6,1.42
20250210 072450,284.06,105°19.767',028°54.532',-6,1.42
20250210 072451,282.47,105°19.816',028°54.536',-6,1.42
20250210 072452,280.93,105°19.864',028°54.539',-6,1.42
20250210 073724,280.5,105°31.574',028°59.188',-10,1.42
20250210 073725,281.12,105°31.611',028°59.214',-10,1.42
20250210 073726,281.7,105°31.649',028°59.240',-10,1.42
20250210 073727,282.13,105°31.686',028°59.267',-10,1.42
20250210 073728,282.7,105°31.724',028°59.293',-10,1.42
20250210 073729,283.21,105°31.762',028°59.319',-10,1.42
20250210 073730,283.77,105°31.799',028°59.346',-10,1.42
20250210 073731,284.18,105°31.837',028°59.372',-10,1.42
20250210 073732,284.74,105°31.875',028°59.399',-10,1.42
20250210 073733,285.21,105°31.913',028°59.425',-10,1.42
20250210 073734,285.78,105°31.951',028°59.452',-10,1.42
20250210 073735,286.26,105°31.989',028°59.479',-10,1.42
20250210 073736,286.72,105°32.027',028°59.505',-10,1.42
20250210 073737,287.23,105°32.066',028°59.532',-10,1.42
20250210 073738,287.81,105°32.104',028°59.559',-10,1.42
20250210 073739,288.25,105°32.143',028°59.586',-10,1.42
20250210 073740,288.72,105°32.181',028°59.613',-10,1.42
20250210 073741,289.2,105°32.220',028°59.639',-10,1.42
20250210 073742,289.71,105°32.258',028°59.666',-10,1.42
20250210 073743,290.16,105°32.297',028°59.693',-10,1.42
20250210 073744,290.64,105°32.336',028°59.721',-10,1.42
20250210 073745,291.03,105°32.374',028°59.748',-10,1.42
20250210 073746,291.62,105°32.413',028°59.775',-10,1.42
20250210 073747,292.05,105°32.452',028°59.802',-9,1.42
20250210 073748,292.46,105°32.491',028°59.829',-9,1.42
20250210 073749,293,105°32.530',028°59.857',-9,1.42
20250210 073750,293.46,105°32.569',028°59.884',-9,1.42
20250210 073751,293.99,105°32.608',028°59.911',-9,1.42
20250210 073752,294.4,105°32.648',028°59.939',-9,1.42
20250210 073753,294.86,105°32.687',028°59.966',-9,1.42
20250210 073754,295.29,105°32.726',028°59.994',-9,1.42
20250210 073755,295.7,105°32.766',029°00.021',-9,1.42
20250210 073756,296.1,105°32.805',029°00.049',-9,1.42
20250210 073757,296.62,105°32.845',029°00.076',-9,1.42
20250210 073758,297.03,105°32.884',029°00.104',-9,1.42
20250210 073759,297.51,105°32.924',029°00.132',-9,1.42
20250210 073800,297.93,105°32.963',029°00.160',-9,1.42
20250210 073801,298.28,105°33.003',029°00.187',-8,1.42
20250210 073802,298.83,105°33.043',029°00.215',-8,1.42
20250210 073803,299.3,105°33.083',029°00.243',-8,1.42
20250210 073804,299.71,105°33.123',029°00.271',-8,1.42
20250210 073805,300.14,105°33.163',029°00.299',-8,1.42
20250210 073806,300.44,105°33.203',029°00.327',-8,1.42
20250210 073807,300.8,105°33.243',029°00.355',-8,1.42
20250210 073808,301.29,105°33.283',029°00.383',-8,1.42
20250210 073809,301.72,105°33.323',029°00.411',-8,1.42
20250210 073810,302.16,105°33.364',029°00.439',-8,1.42
20250210 073811,302.51,105°33.404',029°00.467',-8,1.42
20250210 073812,302.76,105°33.444',029°00.495',-8,1.42
20250210 073813,303.01,105°33.485',029°00.524',-8,1.42
20250210 073814,303.25,105°33.525',029°00.552',-8,1.42
20250210 073815,303.5,105°33.566',029°00.580',-8,1.42
20250210 073816,303.73,105°33.606',029°00.609',-8,1.42
20250210 073817,303.96,105°33.647',029°00.637',-7,1.42
20250210 073818,304.14,105°33.687',029°00.665',-7,1.42
20250210 073819,304.47,105°33.728',029°00.694',-7,1.42
20250210 073820,304.64,105°33.769',029°00.722',-7,1.42
20250210 073821,304.88,105°33.810',029°00.751',-7,1.42
20250210 073822,305.14,105°33.850',029°00.779',-7,1.42
20250210 073823,305.33,105°33.891',029°00.808',-7,1.42
20250210 073824,305.56,105°33.932',029°00.836',-7,1.42
20250210 073825,305.88,105°33.973',029°00.865',-7,1.42
20250210 073826,306.06,105°34.013',029°00.893',-7,1.42
20250210 073827,306.22,105°34.054',029°00.922',-7,1.42
20250210 073828,306.48,105°34.095',029°00.950',-7,1.42
20250210 073829,306.66,105°34.136',029°00.979',-7,1.42
20250210 073830,306.97,105°34.177',029°01.007',-7,1.42
20250210 073831,307.15,105°34.259',029°01.065',-7,1.42
20250210 073832,307.26,105°34.259',029°01.065',-7,1.42
20250210 073833,307.34,105°34.300',029°01.093',-7,1.42
20250210 073834,307.29,105°34.341',029°01.122',-7,1.42
20250210 073835,307.28,105°34.383',029°01.151',-7,1.42
20250210 073836,307.25,105°34.424',029°01.180',-7,1.42
20250210 073837,307.25,105°34.465',029°01.208',-7,1.42
20250210 073838,307.21,105°34.506',029°01.237',-7,1.42
20250210 073839,307.19,105°34.547',029°01.266',-7,1.42
20250210 073840,307.09,105°34.588',029°01.294',-7,1.42
20250210 073841,307.09,105°34.629',029°01.323',-7,1.42
20250210 073842,307.04,105°34.670',029°01.352',-7,1.42
20250210 073843,306.97,105°34.711',029°01.380',-7,1.42
20250210 073844,307.04,105°34.752',029°01.409',-7,1.42
20250210 073845,307.06,105°34.793',029°01.438',-7,1.42
20250210 073846,306.97,105°34.835',029°01.466',-7,1.42
20250210 073847,306.95,105°34.876',029°01.495',-7,1.42
20250210 073848,306.9,105°34.917',029°01.524',-7,1.42
20250210 073849,306.79,105°34.958',029°01.552',-7,1.42
20250210 073850,306.79,105°34.999',029°01.581',-7,1.42
20250210 073851,306.84,105°35.040',029°01.610',-7,1.42
20250210 073852,306.73,105°35.081',029°01.638',-7,1.42
20250210 073853,306.66,105°35.122',029°01.667',-7,1.42
20250210 073854,306.73,105°35.163',029°01.696',-7,1.42
20250210 073855,306.71,105°35.204',029°01.724',-7,1.42
